geneID	geneSymbol	geneName	Pathway
292729	Snrpa	small nuclear ribonucleoprotein polypeptide A	path:rno03040 Spliceosome
292732	Numbl	numb homolog (Drosophila)-like	path:rno04330 Notch signaling pathway
292734	Ltbp4	latent transforming growth factor beta binding protein 4	NA
292735	Shkbp1	Sh3kbp1 binding protein 1	NA
292737	Blvrb	biliverdin reductase B	path:rno00740 Riboflavin metabolism
292739	RGD1307554	similar to CG16812-PA	NA
29274	Rnf4	ring finger protein 4	NA
292746	Fcgbpl1	Fc fragment of IgG binding protein-like 1	NA
292747	Fbl	fibrillarin	path:rno03008 Ribosome biogenesis in eukaryotes
292750	Plekhg2	pleckstrin homology domain containing, family G (with RhoGef domain) member 2	NA
292751	Med29	mediator complex subunit 29	NA
292755	Nccrp1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	NA
292756	Pak4	p21 protein (Cdc42/Rac)-activated kinase 4	path:rno04012 ErbB signaling pathway
292757	Fbxo17	F-box protein 17	NA
292758	Mrps12	mitochondrial ribosomal protein S12	path:rno03010 Ribosome
292759	Sars2	seryl-tRNA synthetase 2, mitochondrial	path:rno00970 Aminoacyl-tRNA biosynthesis
29276	Csrp1	cysteine and glycine-rich protein 1	NA
292762	Eif3k	eukaryotic translation initiation factor 3, subunit K	NA
292763	Map4k1	mitogen activated protein kinase kinase kinase kinase 1	path:rno04010 MAPK signaling pathway
292764	Fam98c	family with sequence similarity 98, member C	NA
292765	Ggn	gametogenetin	NA
292766	Psmd8	proteasome 26S subunit, non-ATPase 8	path:rno03050 Proteasome
29277	Cyp2c11	cytochrome P450, subfamily 2, polypeptide 11	path:rno00140 Steroid hormone biosynthesis
292770	Spint2	serine peptidase inhibitor, Kunitz type, 2	NA
292771	Sipa1l3	signal-induced proliferation-associated 1 like 3	NA
292777	Tbcb	tubulin folding cofactor B	NA
292778	Polr2i	polymerase (RNA) II (DNA directed) polypeptide I	path:rno00230 Purine metabolism
29278	Lasp1	LIM and SH3 protein 1	NA
292787	Lin37	lin-37 DREAM MuvB core complex component	path:rno04218 Cellular senescence
292788	Psenen	presenilin enhancer gamma secretase subunit	path:rno04330 Notch signaling pathway
29279	Meox2	mesenchyme homeobox 2	NA
292792	Tmem147	transmembrane protein 147	NA
292793	Sbsn	suprabasin	NA
292794	Ffar2	free fatty acid receptor 2	path:rno04024 cAMP signaling pathway
292804	Gpi	glucose-6-phosphate isomerase	path:rno00010 Glycolysis / Gluconeogenesis
292808	Pepd	peptidase D	NA
292810	Gpatch1	G patch domain containing 1	NA
29282	Rpl23	ribosomal protein L23	path:rno03010 Ribosome
292820	Zfp536	zinc finger protein 536	NA
292831	Pop4	POP4 homolog, ribonuclease P/MRP subunit	path:rno03008 Ribosome biogenesis in eukaryotes
292843	Siglec5	sialic acid binding Ig-like lectin 5	NA
292844	Siglec10	sialic acid binding Ig-like lectin 10	NA
292845	Etfb	electron-transfer-flavoprotein, beta polypeptide	NA
29285	Rps15	ribosomal protein S15	path:rno03010 Ribosome
292850	Klk10	kallikrein related-peptidase 10	NA
292866	Klk1c8	kallikrein 1-related peptidase C8	path:rno04614 Renin-angiotensin system
292868	Klk1c9	kallikrein 1-related peptidase C9	path:rno04614 Renin-angiotensin system
292872	Klk1c3	kallikrein 1-related peptidase C3	path:rno04614 Renin-angiotensin system
292874	RGD1309036	hypothetical LOC292874	NA
292875	Aspdh	aspartate dehydrogenase domain containing	path:rno00760 Nicotinate and nicotinamide metabolism
292876	Josd2	Josephin domain containing 2	NA
292878	Emc10	ER membrane protein complex subunit 10	NA
292879	Mybpc2	myosin binding protein C, fast-type	NA
29288	Rps3a	ribosomal protein S3a	path:rno03010 Ribosome
292886	Tbc1d17	TBC1 domain family, member 17	path:rno04137 Mitophagy - animal
292887	Akt1s1	AKT1 substrate 1 (proline-rich)	path:rno04140 Autophagy - animal
292888	Ptov1	prostate tumor overexpressed 1	NA
292889	Med25	mediator complex subunit 25	NA
292890	Tsks	testis-specific serine kinase substrate	NA
292892	Irf3	interferon regulatory factor 3	path:rno04620 Toll-like receptor signaling pathway
292894	Nosip	nitric oxide synthase interacting protein	NA
292898	Pih1d1	PIH1 domain containing 1	NA
29290	Adora1	adenosine A1 receptor	path:rno04022 cGMP-PKG signaling pathway
292905	Hrc	histidine rich calcium binding protein	NA
292907	Ruvbl2	RuvB-like AAA ATPase 2	NA
292912	Rasip1	Ras interacting protein 1	NA
292915	Sult2b1	sulfotransferase family, cytosolic, 2B, member 1	path:rno00140 Steroid hormone biosynthesis
292925	Tsg101	tumor susceptibility 101	path:rno04144 Endocytosis
292935	Htatip2	HIV-1 Tat interactive protein 2	NA
292944	Reps1	RALBP1 associated Eps domain containing 1	NA
292949	Perp	PERP, TP53 apoptosis effector	path:rno04115 p53 signaling pathway
29295	Cyp2b12	cytochrome P450, family 2, subfamily b, polypeptide 12	path:rno00140 Steroid hormone biosynthesis
29298	Cyp2c7	cytochrome P450, family 2, subfamily c, polypeptide 7	path:rno00140 Steroid hormone biosynthesis
292994	Tjp1	tight junction protein 1	path:rno04520 Adherens junction
292995	Tm2d3	TM2 domain containing 3	NA
292999	Chsy1	chondroitin sulfate synthase 1	path:rno00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
29300	Gata6	GATA binding protein 6	NA
29301	Hal	histidine ammonia lyase	path:rno00340 Histidine metabolism
293012	Olig3	oligodendrocyte transcription factor 3	NA
293016	Map7	microtubule-associated protein 7	NA
293017	Bclaf1	BCL2-associated transcription factor 1	NA
293019	Arrdc4	arrestin domain containing 4	NA
29302	Itgb3	integrin, beta 3	path:rno04015 Rap1 signaling pathway
293023	Klhl25	kelch-like family member 25	NA
293024	Akap13	A kinase (PRKA) anchor protein 13	NA
293038	Zfp592	zinc finger protein 592	NA
293042	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	path:rno04360 Axon guidance
293044	Zfp710	zinc finger protein 710	NA
293047	Kif7	kinesin family member 7	path:rno04340 Hedgehog signaling pathway
293048	Rhcg	Rh family, C glycoprotein	NA
293049	Rlbp1	retinaldehyde binding protein 1	NA
293050	Abhd2	abhydrolase domain containing 2	NA
293052	Isg20	interferon stimulated exonuclease gene 20	NA
293054	Mrpl46	mitochondrial ribosomal protein L46	NA
293056	Cpeb1	cytoplasmic polyadenylation element binding protein 1	path:rno04114 Oocyte meiosis
293057	Whamm	WAS protein homolog associated with actin, golgi membranes and microtubules	path:rno04530 Tight junction
293058	Fam103a1	family with sequence similarity 103, member A1	NA
293060	Btbd1	BTB (POZ) domain containing 1	NA
293067	Zfand6	zinc finger, AN1-type domain 6	NA
29307	Gpr182	G protein-coupled receptor 182	NA
29308	Arl4a	ADP-ribosylation factor-like 4A	NA
29309	Coq3	coenzyme Q3 methyltransferase	path:rno00130 Ubiquinone and other terpenoid-quinone biosynthesis
293098	Tmem135	transmembrane protein 135	NA
293103	l7Rn6	lethal, Chr 7, Rinchik 6	NA
293104	Eed	embryonic ectoderm development	NA
29311	Msmb	microseminoprotein, beta	NA
293112	Crebzf	CREB/ATF bZIP transcription factor	NA
293113	Tmem126a	transmembrane protein 126A	NA
293114	Tmem126b	transmembrane protein 126B	NA
293117	Ankrd42	ankyrin repeat domain 42	NA
293118	Prcp	prolylcarboxypeptidase (angiotensinase C)	path:rno04614 Renin-angiotensin system
293128	Nars2	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)	path:rno00970 Aminoacyl-tRNA biosynthesis
293129	Alg8	ALG8, alpha-1,3-glucosyltransferase	path:rno00510 N-Glycan biosynthesis
29313	Clec11a	C-type lectin domain family 11, member A	NA
293130	Ndufc2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2	path:rno00190 Oxidative phosphorylation
293135	Lrrc32	leucine rich repeat containing 32	NA
293142	Spcs2	signal peptidase complex subunit 2	path:rno03060 Protein export
293144	Pold3	polymerase (DNA-directed), delta 3, accessory subunit	path:rno00230 Purine metabolism
293148	C2cd3	C2 calcium-dependent domain containing 3	NA
293149	Mrpl48	mitochondrial ribosomal protein L48	NA
293150	Stard10	StAR-related lipid transfer (START) domain containing 10	NA
293152	Art2b	ADP-ribosyltransferase 2b	path:rno00760 Nicotinate and nicotinamide metabolism
293154	Folr2	folate receptor 2 (fetal)	path:rno01523 Antifolate resistance
293155	Anapc15	anaphase promoting complex subunit 15	NA
293156	Lrrc51	leucine rich repeat containing 51	NA
29316	Adora2b	adenosine A2B receptor	path:rno04015 Rap1 signaling pathway
293160	RGD1311703	similar to sid2057p	NA
293165	Sox6	SRY (sex determining region Y)-box 6	NA
29317	Csrp2	cysteine and glycine-rich protein 2	NA
293173	Far1	fatty acyl CoA reductase 1	path:rno04146 Peroxisome
29318	Ddt	D-dopachrome tautomerase	NA
293180	Micalcl	MICAL C-terminal like	NA
293181	Galnt18	polypeptide N-acetylgalactosaminyltransferase 18	path:rno00512 Mucin type O-glycan biosynthesis
293184	Ctr9	CTR9 homolog, Paf1/RNA polymerase II complex component	NA
293186	Lyve1	lymphatic vessel endothelial hyaluronan receptor 1	NA
29319	Gif	gastric intrinsic factor	path:rno04977 Vitamin digestion and absorption
29322	Plcb3	phospholipase C, beta 3 (phosphatidylinositol-specific)	path:rno00562 Inositol phosphate metabolism
29323	Slc6a18	solute carrier family 6 (neutral amino acid transporter), member 18	NA
29324	Capza3	capping protein (actin filament) muscle Z-line, alpha 3	path:rno04144 Endocytosis
29326	Gpx2	glutathione peroxidase 2	path:rno00480 Glutathione metabolism
293267	Hbe1	hemoglobin, epsilon 1	NA
29328	Gpx4	glutathione peroxidase 4	path:rno00480 Glutathione metabolism
293294	Trim6	tripartite motif containing 6	NA
29331	Hapln1	hyaluronan and proteoglycan link protein 1	NA
29332	Stmn1	stathmin 1	path:rno04010 MAPK signaling pathway
29333	Cd46	CD46 molecule, complement regulatory protein	path:rno04610 Complement and coagulation cascades
293343	Fam160a2	family with sequence similarity 160, member A2	NA
293344	Arfip2	ADP-ribosylation factor interacting protein 2	NA
293345	Taf10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor	path:rno03022 Basal transcription factors
29335	Oprk1	opioid receptor, kappa 1	path:rno04080 Neuroactive ligand-receptor interaction
29336	Sigmar1	sigma non-opioid intracellular receptor 1	NA
29337	Plcg2	phospholipase C, gamma 2	path:rno00562 Inositol phosphate metabolism
29338	Prdx2	peroxiredoxin 2	NA
29339	Apcs	amyloid P component, serum	NA
29340	Prkce	protein kinase C, epsilon	path:rno04022 cGMP-PKG signaling pathway
293408	Hbs1l	HBS1-like translational GTPase	path:rno03015 mRNA surveillance pathway
293410	Swap70	SWAP switching B-cell complex 70	NA
293415	Tmem9b	TMEM9 domain family, member B	NA
293418	Rpl27a	ribosomal protein L27a	path:rno03010 Ribosome
293427	Eif3f	eukaryotic translation initiation factor 3, subunit F	path:rno03013 RNA transport
29344	Zfp36l1	zinc finger protein 36, C3H type-like 1	path:rno04218 Cellular senescence
293448	Uqcrc2	ubiquinol cytochrome c reductase core protein 2	path:rno00190 Oxidative phosphorylation
293449	Vwa3a	von Willebrand factor A domain containing 3A	NA
29345	Serpinh1	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	NA
293451	Hs3st2	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	path:rno00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin
293452	Palb2	partner and localizer of BRCA2	path:rno03440 Homologous recombination
293453	Ndufab1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1	path:rno00190 Oxidative phosphorylation
293454	Ubfd1	ubiquitin family domain containing 1	NA
293455	Gga2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	path:rno04142 Lysosome
293456	Cog7	component of oligomeric golgi complex 7	NA
293476	Xpo6	exportin 6	NA
29348	Fgf7	fibroblast growth factor 7	path:rno04010 MAPK signaling pathway
293481	Tufm	Tu translation elongation factor, mitochondrial	NA
293484	Eif3c	eukaryotic translation initiation factor 3, subunit C	path:rno03013 RNA transport
293485	Cln3	ceroid-lipofuscinosis, neuronal 3	path:rno04142 Lysosome
293488	Sgf29	SAGA complex associated factor 29	NA
293489	Slx1b	SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)	path:rno03460 Fanconi anemia pathway
29349	Fgf8	fibroblast growth factor 8	path:rno04010 MAPK signaling pathway
293490	Gdpd3	glycerophosphodiester phosphodiesterase domain containing 3	path:rno00565 Ether lipid metabolism
293491	Ypel3	yippee-like 3	NA
293493	Fam57b	family with sequence similarity 57, member B	NA
293494	Ino80e	INO80 complex subunit E	NA
293497	Kctd13	potassium channel tetramerization domain containing 13	NA
293498	Asphd1	aspartate beta-hydroxylase domain containing 1	NA
293500	Pagr1	Paxip1-associated glutamate-rich protein 1	NA
293502	Kif22	kinesin family member 22	path:rno04914 Progesterone-mediated oocyte maturation
293504	Qprt	quinolinate phosphoribosyltransferase	path:rno00760 Nicotinate and nicotinamide metabolism
293505	Cd2bp2	Cd2 (cytoplasmic tail) binding protein 2	NA
293507	sep-01	septin 1	path:rno05100 Bacterial invasion of epithelial cells
293508	Prkacb	protein kinase, cAMP dependent, catalytic, beta	path:rno01522 Endocrine resistance
293514	Bcl7c	B-cell CLL/lymphoma 7C	NA
293522	Ahsp	alpha hemoglobin stabilizing protein	NA
293524	Bag3	Bcl2-associated athanogene 3	NA
293526	Ate1	arginyltransferase 1	NA
293528	Nsmce4a	NSE4 homolog A, SMC5-SMC6 complex component	NA
29353	Phkg1	phosphorylase kinase, gamma 1	path:rno04020 Calcium signaling pathway
29354	Pla2g5	phospholipase A2, group V	path:rno00564 Glycerophospholipid metabolism
293546	Gprc5b	G protein-coupled receptor, class C, group 5, member B	NA
29355	Pkn1	protein kinase N1	path:rno04151 PI3K-Akt signaling pathway
293551	Arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1	NA
293561	Rnf152	ring finger protein 152	path:rno04150 mTOR signaling pathway
293566	Cpxm2	carboxypeptidase X (M14 family), member 2	NA
29357	Smad2	SMAD family member 2	path:rno04068 FoxO signaling pathway
293570	Fam175b	family with sequence similarity 175, member B	NA
29358	Npy1r	neuropeptide Y receptor Y1	path:rno04024 cAMP signaling pathway
293586	Zfp511	zinc finger protein 511	NA
293589	Paox	polyamine oxidase (exo-N4-amino)	path:rno04146 Peroxisome
29359	Pla2g10	phospholipase A2, group X	path:rno00564 Glycerophospholipid metabolism
29360	Sepp1	selenoprotein P, plasma, 1	NA
29361	Sox10	SRY (sex determining region Y)-box 10	NA
293613	RGD1309350	similar to transthyretin (4L369)	path:rno00230 Purine metabolism
293614	Ric8a	RIC8 guanine nucleotide exchange factor A	NA
293615	Sirt3	sirtuin 3	path:rno05230 Central carbon metabolism in cancer
293618	Ifitm1	interferon induced transmembrane protein 1	path:rno04662 B cell receptor signaling pathway
293619	Pkp3	plakophilin 3	NA
29362	Tef	thyrotrophic embryonic factor	NA
293620	Ptdss2	phosphatidylserine synthase 2	path:rno00564 Glycerophospholipid metabolism
293621	Hras	Harvey rat sarcoma virus oncogene	path:rno01521 EGFR tyrosine kinase inhibitor resistance
293623	Rassf7	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7	NA
293624	Irf7	interferon regulatory factor 7	path:rno04620 Toll-like receptor signaling pathway
29363	Cxcr5	chemokine (C-X-C motif) receptor 5	path:rno04060 Cytokine-cytokine receptor interaction
293632	Ifitm10	interferon induced transmembrane protein 10	NA
293634	Tmem171	transmembrane protein 171	NA
293637	Phlda2	pleckstrin homology-like domain, family A, member 2	NA
293638	Cars	cysteinyl-tRNA synthetase	path:rno00970 Aminoacyl-tRNA biosynthesis
29364	Cd47	Cd47 molecule	path:rno04512 ECM-receptor interaction
293645	Ppfia1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	NA
293649	Lrp5	low density lipoprotein receptor-related protein 5	path:rno04150 mTOR signaling pathway
29365	Mpdz	multiple PDZ domain protein	path:rno04530 Tight junction
293650	Tcirg1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3	path:rno00190 Oxidative phosphorylation
293652	Ndufs8	NADH dehydrogenase (ubiquinone) Fe-S protein 8	path:rno00190 Oxidative phosphorylation
293653	Acy3	aminoacylase 3	NA
293654	Doc2g	double C2-like domains, gamma	NA
293655	Ndufv1	NADH dehydrogenase (ubiquinone) flavoprotein 1	path:rno00190 Oxidative phosphorylation
293656	RGD1307603	similar to hypothetical protein MGC37914	NA
29366	Serpine2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	NA
293660	Rhod	ras homolog family member D	path:rno04360 Axon guidance
293663	Rbm4	RNA binding motif protein 4	NA
293666	mrpl11	mitochondrial ribosomal protein L11	path:rno03010 Ribosome
293669	Cd248	CD248 molecule, endosialin	NA
29367	Chkb	choline kinase beta	path:rno00564 Glycerophospholipid metabolism
293671	Sf3b2	splicing factor 3b, subunit 2	path:rno03040 Spliceosome
293673	Eif1ad	eukaryotic translation initiation factor 1A domain containing	NA
293674	Drap1	Dr1 associated protein 1 (negative cofactor 2 alpha)	NA
293676	Ctsw	cathepsin W	path:rno04142 Lysosome
293677	Efemp2	EGF-containing fibulin-like extracellular matrix protein 2	NA
293678	Mus81	MUS81 structure-specific endonuclease subunit	path:rno03440 Homologous recombination
29368	Fgf17	fibroblast growth factor 17	path:rno04010 MAPK signaling pathway
293684	Scyl1	SCY1-like, kinase-like 1	NA
293688	Tm7sf2	transmembrane 7 superfamily member 2	path:rno00100 Steroid biosynthesis
29369	Fgf18	fibroblast growth factor 18	path:rno04010 MAPK signaling pathway
293690	Sac3d1	SAC3 domain containing 1	NA
293691	Snx15	sorting nexin 15	NA
293692	Ehd1	EH-domain containing 1	path:rno04144 Endocytosis
293694	Map4k2	mitogen activated protein kinase kinase kinase kinase 2	path:rno04010 MAPK signaling pathway
293700	Trmt112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	NA
293701	Esrra	estrogen related receptor, alpha	NA
293702	Fkbp2	FK506 binding protein 2	NA
293703	Nudt22	nudix (nucleoside diphosphate linked moiety X)-type motif 22	NA
293704	Trpt1	tRNA phosphotransferase 1	NA
293705	Otub1	OTU deubiquitinase, ubiquitin aldehyde binding 1	NA
293710	Lgals12	lectin, galactoside-binding, soluble, 12	NA
293711	Hrasls5	HRAS-like suppressor family, member 5	NA
293719	Ubxn1	UBX domain protein 1	NA
29372	Rasa3	RAS p21 protein activator 3	path:rno04014 Ras signaling pathway
293721	Ganab	"glucosidase, alpha; neutral AB"	path:rno00510 N-Glycan biosynthesis
293722	B3gat3	beta-1,3-glucuronyltransferase 3	path:rno00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
